fingerprint,brand,product_name,positive_rewrites,negative_rewrites,positive_body_rewrites,negative_body_rewrites,model,prompt_version
e106f1062ee6657385e8547f7f0d79beb4d223a6de203269bc4374223c0ae837,7-11,黑糖珍珠撞奶,[],[],"[{""source_index"":18,""text"":""整體是方便又不錯的珍珠鮮奶""}]","[{""source_index"":15,""text"":""珍珠口感稍微偏軟""},{""source_index"":17,""text"":""黑糖味偏淡""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e10725689f014b4657b9c2ac169053ae41a00e8bde6770a07e7245d5e37a98b2,7-11,橋村炸雞新極大飯糰,"[{""source_index"":3,""text"":""微辣又好吃""}]","[{""source_index"":5,""text"":""醬多偏鹹，炸雞小且麵糊重""},{""source_index"":14,""text"":""味道偏甜""},{""source_index"":16,""text"":""65折買過也不會回購""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e108372fd1fa8ba885e2acd4072070e4e72eca446083505e3ff4d9f99fe60c37,7-11,爆漿巧克力波蘿,"[{""source_index"":2,""text"":""加熱20秒很好吃""}]","[{""source_index"":1,""text"":""沒有爆漿，讓人失望""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e12412d0efaeaf8afca1ea965ca179a7fd8a7d0231ae3f01f73b854ac288a3a1,全家,卡樂比海鹽洋芋片,[],[],"[{""source_index"":2,""text"":""單純海鹽口味，偶爾吃不錯""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1392a3bd306af2fd28a93ba7ce0f172bbeeacea7a01733c8335ccd80e891154,全家,開丼壹號醬炙烤牛蛋堡,"[{""source_index"":0,""text"":""加熱吃感覺更好，賣相不錯""}]",[],[],"[{""source_index"":0,""text"":""醬汁偏多，口味偏重且微甜略鹹""},{""source_index"":3,""text"":""友善時光適合，原價就不太值得""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1454de1e605f916de2861544102cad8fce7b74a358dd98c2ad4a2be1b229c05,全家,維也納奶油餐包,"[{""source_index"":4,""text"":""冷凍後加熱，奶油像冰淇淋、麵包柔軟""},{""source_index"":66,""text"":""好吃而且成分單純""}]","[{""source_index"":35,""text"":""維也納奶油太甜""},{""source_index"":43,""text"":""偏甜，麵包體也偏硬""},{""source_index"":90,""text"":""這款好吃但感覺變小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e150945e2a46ba38840eb02f867b40581bff11a3042bc9a5a5f44fd5a39dad2f,全家,小熊維尼蕃茄蛋包飯飯糰,"[{""source_index"": 9,""text"": ""原價也好吃，還比其他飯糰便宜""}]","[{""source_index"": 4,""text"": ""飯黏得像麻糬，吃一口就丟""},{""source_index"": 10,""text"": ""番茄醬味道太淡""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e15c78cb79ffdb5e27e94b4112bb161c067a8033531bb119fcc178c6c84abf3f,全家,開心果甘納許可麗露,[],"[{""source_index"":0,""text"":""口感像紮實的發糕""},{""source_index"":9,""text"":""以前好吃，現在品質走鐘""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e16eb96b97206d05ce4aec5c4efb2730ed50d2e919de5f5f103856efb3a76a94,全家,蜜柑大福,"[{""source_index"":4,""text"":""果肉多汁，酸甜又不乾""},{""source_index"":7,""text"":""無籽又方便，已買超過八次""},{""source_index"":29,""text"":""友善價買到，白豆沙餡好吃""}]","[{""source_index"":3,""text"":""果肉與皮餡味道分離""},{""source_index"":18,""text"":""纖維粗，橘子偏軟爛""},{""source_index"":33,""text"":""咬錯方向會爆汁，容易弄髒衣服""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e177bcc6fb339c06e71b20aeadcd8a617ca92db185db082c19ad712792ac670e,全家,紅豆牛奶x芋頭牛奶霜淇淋,[],[],"[{""source_index"":1,""text"":""紅豆、芋頭味都吃得到，像紅豆芋頭牛奶冰""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e18c1fe36f2086cc2af1c50be0b8650ba6bc0668479ad66976c45213141df953,全家,玩具總動員保冷袋,"[{""source_index"":1,""text"":""超可愛""},{""source_index"":8,""text"":""容量約可裝四瓶寶特瓶飲料""}]","[{""source_index"":7,""text"":""材質不耐，可能一年後斷繩風化""},{""source_index"":11,""text"":""袋身偏薄，保冷效果令人擔心""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1a5a495bffca92e4853db0b05fdc429b2522abf40e680d778bf81c763a59168,7-11,蜂蜜工坊蜂蜜精釀啤酒,[],[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1b419f751860e5874ace45be2ad89adc457ed7d9cd810fbb9e2d8b74fbb8eae,萊爾富,紅燒牛三寶麵,[],[],"[{""source_index"":2,""text"":""麵量和肉量似乎比兩大超商多""},{""source_index"":4,""text"":""白麵好吃，但整體偏酸""},{""source_index"":5,""text"":""肉不柴""}]","[{""source_index"":3,""text"":""不辣，酸菜味偏酸""}]",gpt-5.6-luna,comment-picks-v2-rewrite
e1c94c1e214fe6ec05cb4fbec9acc6b2022d63f95e0b901213d4df9126be5acb,7-11,泰式椰汁綠咖喱雞肉飯,"[{""source_index"":12,""text"":""好吃又夠味""},{""source_index"":11,""text"":""會回購的品項之一""}]","[{""source_index"":9,""text"":""新版對不吃辣的人太辣""},{""source_index"":13,""text"":""漲價後又縮水""},{""source_index"":20,""text"":""新版少了一味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1e019d0e2e80b0b4b57b499894108911808996fab964a42bf52439eecadd480,全家,鮮菇肉絲炒水蓮,"[{""source_index"":1,""text"":""水蓮煮久後仍然好吃""},{""source_index"":3,""text"":""半價買水蓮很划算""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1e0e5ba6e39211868a2474a34bd460432a3f22834e6a72fb1e2e397948a71e6,全家,筑馨居蔥油雞飯糰,[],[],"[{""source_index"":1,""text"":""油雞肉夠大塊，味道不錯""}]","[{""source_index"":5,""text"":""蔥油醬集中底部，吃到後面偏鹹""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e1e7661ef2dfa933c5c9a5787b102d0b5ecab030926a9c8e4fc418c9ed2c526e,全家,香辣醬蒜味香腸蛋炒飯,"[{""source_index"": 15, ""text"": ""原價也會買""}, {""source_index"": 20, ""text"": ""香腸頭尾口感好""}, {""source_index"": 33, ""text"": ""香腸好吃、飯口感不錯""}]","[{""source_index"": 2, ""text"": ""好吃但似乎縮水且熱量高""}, {""source_index"": 25, ""text"": ""香腸和辣醬越來越少""}, {""source_index"": 32, ""text"": ""改版後漲價又變難吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e223ac2ef0991c0aca8f56f5a5ebf93d37dcfb01b3bf2670ca8a243fb77595b9,全家,狠飽拿波里義大利麵,"[{""source_index"":31,""text"":""吃得很飽，但味道和日本有差""},{""source_index"":25,""text"":""99元買這款可以""}]","[{""source_index"":14,""text"":""醬少沒料，吃到後面很乾""},{""source_index"":35,""text"":""只有番茄醬味，不太推""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e2252799a15f67fbc5f48713dfe1896a6d9706a2ec574fc343ea4511357aafec,全家,蔥蔥玉子拌麵,"[{""source_index"":16,""text"":""味道不錯，麵條Q彈""},{""source_index"":24,""text"":""肉燥香，碎洋蔥加分""},{""source_index"":18,""text"":""重口味又香，吃起來好吃""}]","[{""source_index"":10,""text"":""蛋不到四分之一，品名玉子不符""},{""source_index"":14,""text"":""示意圖與實品落差大""},{""source_index"":22,""text"":""蔥蔥拌麵吃到後來太鹹""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e226ad2e951158df7322b239823debc34351cf867ce330494ad4aeb78c5b3016,7-11,動物方城市安全帽,"[{""source_index"":2,""text"":""57-60公分，偏小成人可用""}]","[{""source_index"":5,""text"":""頭圍不合，戴不進去""},{""source_index"":10,""text"":""實品色差嚴重，偏墨綠""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e2345bf651ef780c61912c261142dc5d1a6e08284678134b2bf0933dc7750724,全家,高麗菜豬肉熟水餃,[],[],"[{""source_index"": 2, ""text"": ""咬開有些湯汁""}, {""source_index"": 3, ""text"": ""不用另外沾醬""}, {""source_index"": 7, ""text"": ""一顆五元多，CP值尚可""}]","[{""source_index"": 4, ""text"": ""餃子皮偏厚""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e28ad8d9f7bb99426c0b9b37301d8b2374a0a70c578d40395086ca9ea0a70f72,7-11,干貝海鮮煲粥,"[{""source_index"":17,""text"":""海鮮粥有干貝，配料入口即化""}]","[{""source_index"":9,""text"":""偏鹹且份量超小""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e292e7cb80a6756d6dcb38a76ad4e963a5e8ca163078bbcd593681846083d2ec,全家,是芭樂系霜淇淋,"[{""source_index"":22,""text"":""比葡萄口味清爽，不會膩""},{""source_index"":40,""text"":""喜歡辦桌芭樂汁，這個好吃""}]","[{""source_index"":5,""text"":""芭樂偏酸，需用其他口味中和""},{""source_index"":14,""text"":""綜合時芭樂味被木瓜壓過""},{""source_index"":46,""text"":""像青蘋果，吃不出芭樂味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e296b84d2687d6a0841e916dafd4d54f73a89959270f33428d3592c9fc6288de,全家,綿蜜雪花蛋糕,[],[],"[{""source_index"":10,""text"":""個頭算大""},{""source_index"":13,""text"":""甜度不像蜂蜜蛋糕高""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
e29cb4ac7d69878855331dda381a09f33bf526cffed0d3300a57e612907dbe8a,7-11,韓式烤牛肉多彩飯卷,"[{""source_index"":29,""text"":""麻油味香，整體還不錯""},{""source_index"":32,""text"":""友善時光價時很好吃""}]","[{""source_index"":9,""text"":""飯卷很容易散開，吃起來不方便""},{""source_index"":27,""text"":""口味偏鹹，吃完一直喝水""},{""source_index"":14,""text"":""原價太貴""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e2b8a2f9270426afd65d126705474f7a6ed3da88904ca5ac0d31c47cb6815224,7-11,青醬雞絲熱壓土司,"[{""source_index"":0,""text"":""目前最常買的品項之一""},{""source_index"":7,""text"":""好吃且固定回購""}]",[],[],"[{""source_index"":2,""text"":""價格偏高，不然想天天吃""}]",gpt-5.6-luna,comment-picks-v2-rewrite
e2cd8a417695d8ea104569e5faf1cd73233452931252b34f1f9c4eb9bbea6464,7-11,御料小館虱目魚羹,[],[],"[{""source_index"":2,""text"":""鹹度足夠，有油蔥胡椒香並帶薑味""},{""source_index"":4,""text"":""加烏醋後更酸鹹，較開胃""}]","[{""source_index"":0,""text"":""烏醋包一定先取出，否則微波會爆""},{""source_index"":1,""text"":""總鈉量達1363毫克""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e2e7220857baab22b17b6f6eefcbc402a600cc549adb154eb8dcfeddf5657e15,7-11,LADEARS法式檸檬塔,"[{""source_index"":8,""text"":""喜歡軟塔皮，比較好入口""}]","[{""source_index"":2,""text"":""塔皮真的偏軟""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3043b2f8ef5a1a1f37e6afa78e9ef441dd07159857110636f2ff8373b872314,7-11,金沙豆腐細扁麵,[],[],"[{""source_index"":5,""text"":""金沙醬香氣明顯""},{""source_index"":7,""text"":""豆腐口感較嫩""},{""source_index"":17,""text"":""南瓜丁意外好吃""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e31268a754ea463c7ce50f696ba6f95dc991c44107d3e941ef40bbad5a734cc9,7-11,韓國延世大學可可生乳包,[],"[{""source_index"":1,""text"":""內餡太甜""},{""source_index"":14,""text"":""又貴又大，適合兩人分食""}]","[{""source_index"":2,""text"":""麵包體不乾，巧克力餡配巧克力豆""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e312be7c4bbe2095515df906edf8a543cf41d2d3b00233df68e5f6478c781761,全家,焙茶拿鐵,"[{""source_index"":15,""text"":""茶味和奶味都夠""},{""source_index"":16,""text"":""甜度合理但粉會沉，需搖勻""},{""source_index"":29,""text"":""有特價會想再買""}]","[{""source_index"":3,""text"":""糖量50克偏高""},{""source_index"":55,""text"":""冰的喝起來粉味重""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e318507d34be69388c36d442e7983fa157add55bbd21eb0477cbdbcc4b46b217,全家,solopasta後花園松露白醬筆尖麵,"[{""source_index"":3,""text"":""麵體Q彈，符合義大利麵口感""},{""source_index"":10,""text"":""松露香氣濃，隔壁都聞得到""},{""source_index"":13,""text"":""點數換購還行，原價不會買""}]","[{""source_index"":1,""text"":""售價129元偏貴""},{""source_index"":14,""text"":""份量看來吃不飽""},{""source_index"":23,""text"":""吃起來像水餃，不好吃""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e346d0ac683161cc8aa75b0037043b550f1a2825e9c741c77fa4afd1ced1068a,全家,阿甘剝皮辣椒蒸蛋,[],"[{""source_index"":0,""text"":""鈉含量驚人""}]","[{""source_index"":5,""text"":""調味有鹹但不會過鹹""},{""source_index"":13,""text"":""好吃，會回購""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
e34767377141baa352d44a452359bc2a4caffd9311a4e11b7a40425a6cbaf504,7-11,巧菲斯夾心酥醇黑可可風味,"[{""source_index"":11,""text"":""這個口味好吃且比較不甜""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e36864ba363ad296a359f20fd8d08c958ec9796a0af8781b962a0fff0ca565c9,7-11,大湖草莓乖乖,"[{""source_index"":7,""text"":""草莓味很重""}]","[{""source_index"":15,""text"":""聞起來很香，入口卻不香""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e36f5eb83a7a9e54b49a2745c0c19a5ccf167332b80513dad457253556446068,全家,布丁捲蛋糕,"[{""source_index"":25,""text"":""蛋糕部分綿軟""}]","[{""source_index"":0,""text"":""蛋糕片小且39元偏貴""},{""source_index"":7,""text"":""布丁和蛋糕沒有融合""},{""source_index"":22,""text"":""布丁偏紮實""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e3827377411666953f9371ea6c1af5c4711307046017aeaa334ce8b5ae416584,7-11,新台味泰式冬蔭鍋,[],[],[],"[{""source_index"":4,""text"":""湯頭喝起來好像只有胡椒味""},{""source_index"":6,""text"":""只有幾塊豆腐、幾根菇和兩三塊雞肉""},{""source_index"":7,""text"":""價格也不值得，整體不推薦""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e38dd40d10a7a7882e4de7c90b499ba88b8534269bc4026284991779cf21a317,萊爾富,泰式奶茶,[],[],[],"[{""source_index"":0,""text"":""泰式奶茶喝起來很甜""},{""source_index"":1,""text"":""需等冰塊融化混勻，杯底有茶包""}]",gpt-5.6-luna,comment-picks-v2-rewrite
e39c01dbe7898ff046fa67753d450f878015ce1d131d4c6536fbc54fd0e2c13d,全家,貓貓尾巴捲蛋糕,"[{""source_index"":11,""text"":""蛋糕造型有點可愛""}]","[{""source_index"":5,""text"":""沒有打折很難買下去""},{""source_index"":7,""text"":""蛋糕捲調味很糟糕""},{""source_index"":8,""text"":""蛋糕偏乾，很普通""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e39d8bd8273a4c3fe26deb74eca878347210ce734f97c5f73f737e39e83fa443,全家,可可脆皮泡芙,"[{""source_index"":3,""text"":""巧克力脆皮很足""},{""source_index"":12,""text"":""冰過後口感不錯""}]","[{""source_index"":5,""text"":""冷藏時外皮會變軟""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e3a5b580a1eaa1d91a6888250b7d6ef2bbee2e4fc9100ed02e8116abe7ca56ba,全家,丹麥波蘿可頌,[],[],"[{""source_index"":11,""text"":""波蘿皮酥脆又帶甜味""},{""source_index"":12,""text"":""可頌奶油香明顯""},{""source_index"":15,""text"":""兩種口感融合，不太油膩""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3b6aa573fded4749375bef2231a6c39dda8cb450f7f647348432b31b3af528e,全家,貝納頌蜜香堅果風味,[],"[{""source_index"":3,""text"":""幾乎沒有堅果香""},{""source_index"":8,""text"":""很甜，不推薦""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e3bf2722db64b58e7242595ff5ebf171578cab53b00e599c144b7da47a0cf741,7-11,地中海風味雞肉麵沙拉,"[{""source_index"":0,""text"":""味道有很多層次""}]",[],[],"[{""source_index"":1,""text"":""雞肉份量偏少""}]",gpt-5.6-luna,comment-picks-v2-rewrite
e3c7c309f5eda5a26e0aae934e83de63040224444f98bcb5f6991815d99f1ec4,7-11,熱壓土司醬燒炙烤牛,[],[],[],"[{""source_index"":4,""text"":""味道像洋蔥炒牛肉片""},{""source_index"":6,""text"":""整體味道普通""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3d9438f47c38aa818638705ad0a94210b5395f721fa68fef8d288a4b5fa13fa,全家,滿滿起司燻腸洋芋堡,"[{""source_index"":2,""text"":""當早餐吃很有飽足感""},{""source_index"":25,""text"":""加熱後麵包蓬鬆，起司會牽絲""}]","[{""source_index"":20,""text"":""麵包本身不好吃""},{""source_index"":21,""text"":""燻腸比麵包短，吃起來空虛""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3e0dd679a7c36f5bee440809712d3a162589eb447febd237056fc5bfa0fdd8c,7-11,動物方城市安全帽,"[{""source_index"":2,""text"":""57-60公分，小頭成人可戴""}]","[{""source_index"":5,""text"":""有留言反映頭塞不下""},{""source_index"":10,""text"":""實品色差大，顏色偏墨綠""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3ee96bbcb99250ffe4858a295ef4f7e6932b357ece54da4245867483eb30cf0,全家,極品開心果奶茶,[],"[{""source_index"":6,""text"":""根本沒有開心果味""}]","[{""source_index"":5,""text"":""不至於難喝，可買來試""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e3f8eeba2b64bd7b20420107fad76f7ac86d52742fbae2bff0b939feed9e09be,7-11,法朋蛋黃酥霜淇淋,"[{""source_index"":34,""text"":""甜鹹適中，蛋黃香氣明顯""},{""source_index"":41,""text"":""小泡芙餅乾味加鹹蛋黃，好吃""},{""source_index"":76,""text"":""還原度高，味道有層次""}]","[{""source_index"":72,""text"":""後段都是芝麻和鹹蛋味，覺得詭異""},{""source_index"":92,""text"":""吃後有久久不退的油耗味""},{""source_index"":113,""text"":""後段蛋味和油味偏膩，甚至反胃""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e4030553b215383784a4fd8b6abac33eb87f2a0fecbbebf53028ef4d38a49302,全家,清炒剝皮辣椒雞,[],[],"[{""source_index"":0,""text"":""雞肉三塊，調味好吃且有辣""}]","[{""source_index"":1,""text"":""份量不多，吃完有些空虛""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e426069ab1ef6ff25aea9bd352b0f6663402eafd8c20161dba606a76c2bc2323,全家,滑爆可樂牛奶霜淇淋,"[{""source_index"":1,""text"":""搭牛奶意外不錯""},{""source_index"":5,""text"":""滑爆可樂單吃意外覺得不錯""}]","[{""source_index"":2,""text"":""可樂偏酸又黏，單吃難吃完""},{""source_index"":3,""text"":""綜合口味不好吃，牛奶味被沖淡""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e428363f3142573bab5cebe3986596acc349019b6acb3457eb6f001043933895,全家,LetsCafé經典冰磚拿鐵,"[{""source_index"":0,""text"":""冰磚拿鐵不錯，但希望常特價""}]","[{""source_index"":1,""text"":""冰磚偏甜，普通拿鐵更好喝""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e4376cae7b6bd1ea53af0f565dd52a354bbec2fca48660b202357b60d7095e6d,7-11,多力多滋香菜,"[{""source_index"":15,""text"":""尾韻微辣，越吃越涮嘴""},{""source_index"":7,""text"":""比星太郎香菜餅好吃""}]","[{""source_index"":4,""text"":""多吃偏鹹且有化學調味感""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e44d849647746ddcfb52b02925c21e6a6bf1a09ab43cf9d2c330b500bf9d482b,全家,牧場直送4.0花生牛奶雪糕,"[{""source_index"":8,""text"":""花生味較重，還有花生角""}]","[{""source_index"":9,""text"":""這款較小，原價不如本鋪花生牛奶""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e458297021eb17a4b139954ad6ba2869cf7436883d4372de82e304fd64648ec2,7-11,海鮮中華丼,[],"[{""source_index"":2,""text"":""味道像辦桌菜，價格還上漲""}]","[{""source_index"":4,""text"":""配料有蝦仁、白菜、紅蘿蔔和木耳""},{""source_index"":10,""text"":""蝦仁小巧脆脆又好吃""},{""source_index"":11,""text"":""海鮮味濃，適合配白飯""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e458796c2d9b83753091eb7ccf7a40e006d40e6c860cd20f7de30dee31c2775b,全家,杏仁國寶奶茶,"[{""source_index"":10,""text"":""杏仁味重，需邊攪拌邊喝""},{""source_index"":11,""text"":""是傳統杏仁茶味，我很喜歡""}]","[{""source_index"":19,""text"":""喝不出杏仁、國寶茶或奶茶味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e46ac8f29ee967e3f5904b065b27501fb913bf0b4351699f3e70fc6c7c93cce0,7-11,半熟玉子辣擔擔義大利麵,"[{""source_index"":31,""text"":""蛋液讓麵體濕潤，肉燥味道足""},{""source_index"":34,""text"":""已回購4-5次""},{""source_index"":36,""text"":""清酒味明顯""}]","[{""source_index"":28,""text"":""蛋有科技味，豬肉味很重""},{""source_index"":22,""text"":""價格太高""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e47714a9e0807098e2e24157fe864b6fe05f0d7bceae6fa4bb471d69a2111893,7-11,小熊維尼蜂蜜派對一番賞,"[{""source_index"":10,""text"":""小維尼可分開，小獎也不錯""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e47c9d6aa6cd9c253803c8eb8776b49bc84e08d4856e55305d3a8e1c85ea6644,全家,女神保庇卡,"[{""source_index"":2,""text"":""買兩張搭優惠更划算""},{""source_index"":3,""text"":""700元沒有使用期限""},{""source_index"":6,""text"":""大戶屋可以使用""}]","[{""source_index"":4,""text"":""跑三家才買到兩張""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e47fc8969154630be6f4bfbe1ed4bf2b8a56c25458e78fa30ebfeb909cf0ae90,7-11,焗烤雙起司鮪魚三明治,"[{""source_index"":8,""text"":""特價會拿，氣炸後很脆""},{""source_index"":13,""text"":""吃膩紐澳良時會買""}]","[{""source_index"":0,""text"":""起司味不重，吃起來像鮪魚三明治""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e48d4ab593f78115580f3441f0a3f144c1d0dcb0c16381ccf0dd48e15e801b7e,全家,WAT氣泡雞尾酒刺波起司蛋糕,"[{""source_index"":7,""text"":""像烏梅，甜度可以接受""},{""source_index"":8,""text"":""味道很特別""}]","[{""source_index"":11,""text"":""喝三口就喝不下去""},{""source_index"":12,""text"":""喝不到起司味，半杯就放旁邊""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e495b4507c066c7512c97ce9bf75377a7c55efc082f29a4e1fcf098d3939e305,7-11,紅包袋春聯,[],[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e49930096091242971eb3350ea5e68d07e83cc1573515674e813b0e0958571f2,全家,鮮蝦稻荷壽司組,"[{""source_index"":15,""text"":""豆皮多汁好吃""},{""source_index"":17,""text"":""大麥米增加咀嚼感""}]","[{""source_index"":4,""text"":""大麥米偏硬，吃起來不舒服""},{""source_index"":2,""text"":""肉量偏少""},{""source_index"":3,""text"":""有一種苦味""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e4d42fb9dfa2a62a91efcd9e55728218dfa364220ab2c9991c2f85d82e2887d1,全家,檸檬燕麥豆漿餐包,[],"[{""source_index"":4,""text"":""檸檬口味普通，不會回購""}]","[{""source_index"":12,""text"":""燕麥味重，外皮有燕麥顆粒""},{""source_index"":13,""text"":""麵包有嚼勁，帶淡淡麥香""},{""source_index"":14,""text"":""檸檬餡不甜，味道清爽""}]",[],gpt-5.6-luna,comment-picks-v2-rewrite
e4e0bd9e8cacf5c89d8164f9b1077ef45e6942a06e0887f859c4bbe72b04475a,全家,伯爵可可鬆餅,[],"[{""source_index"":3,""text"":""伯爵味不明顯，而且很甜""},{""source_index"":6,""text"":""鬆餅有化學香料味""}]","[{""source_index"":11,""text"":""打開就聞到明顯伯爵茶味""},{""source_index"":13,""text"":""整體表現明確，值得回購""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e500aec26f20e851ec86ab6c2fab84e26b802531b0f2c5333d309053906224e4,7-11,統一木瓜牛奶霜淇淋,"[{""source_index"":20,""text"":""就是統一木瓜牛奶的味道""}]",[],[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e5112df280e5dd75c8202d641b36f0efd915321fa08fc9cee5e64493130eceb9,7-11,LOTTE爽冰淇淋雙桃優酪,"[{""source_index"":0,""text"":""黃桃部分很好吃""}]","[{""source_index"":3,""text"":""融化很快，吃完很空虛""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e54942915d80a31c0a865b81cbca99486a2d62c7944f65c758d53cc956e0cea3,萊爾富,SANGARIA蜂蜜檸檬風味飲料,[],[],"[{""source_index"":4,""text"":""黃檸檬香氣，不太酸""}]","[{""source_index"":5,""text"":""喝起來稍甜""}]",gpt-5.6-luna,comment-picks-v3-aspect-coverage
e552c65013414ee7fc4b3a6a02fce7c2bfe692f7daa5354a15fbb398a0de5703,7-11,金沙滷肉粽香風味新極大飯糰,[],"[{""source_index"":8,""text"":""飯體軟爛，不像肉粽也不像飯糰""},{""source_index"":16,""text"":""很容易散掉""},{""source_index"":12,""text"":""口味普通，這價位不如其他口味""}]",[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e56c93e0272288f8464fc3b37d6fd7a6d51a1d7b4bdd84ad9b800c82178fcd8a,7-11,美式漢堡排筆管麵,[],[],[],"[{""source_index"": 9, ""text"": ""這款辣度爆表""}, {""source_index"": 13, ""text"": ""漢堡排大塊但沒肉感""}, {""source_index"": 15, ""text"": ""價格偏高，等特價較划算""}]",gpt-5.6-luna,comment-picks-v2-rewrite
e575c5954bc3038288063535c844c19f2f704ee2f7c72945bf1c94227df94afd,7-11,塔塔醬鱈魚排三明治,"[{""source_index"":10,""text"":""整體不錯吃，但價格偏貴""}]","[{""source_index"":28,""text"":""醬味明顯，魚排味被蓋過""},{""source_index"":34,""text"":""魚排味淡，微波後半冷半熱""}]",[],[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
e5a36fa152bf7b71f7ef1ad80daf8249415ae24b07603230737288a03ef84c29,7-11,YBC魅惑背德奶油風味脆餅,"[{""source_index"":6,""text"":""內餡看來很多，乳香濃郁""}]",[],[],[],gpt-5.6-luna,comment-picks-v2-rewrite
e5a53e7c82af0e45ac514b95f1403cdfd84591ab41c6635ef421d2b570896e0a,萊爾富,日式蕎麥涼麵,[],[],"[{""source_index"":3,""text"":""豆皮入味，和麵條很搭""},{""source_index"":5,""text"":""蕎麥麵條有嚼勁""}]",[],gpt-5.6-luna,comment-picks-v3-aspect-coverage
