comment_id,品牌,商品,留言tag,留言內容,模型分數,模型判定,你的判定,你的分數,備註
M.1776058047.A.4CC#005,全家,"：抹茶QQ蛋糕捲/$55
        
(區域型商品請註明 試吃試用品請標示",推,看起來還不錯,+0.840,正向,,,
M.1776058047.A.4CC#010,全家,"：抹茶QQ蛋糕捲/$55
        
(區域型商品請註明 試吃試用品請標示",推,最近吃了 還不錯,+0.840,正向,,,
M.1776058047.A.4CC#019,全家,"：抹茶QQ蛋糕捲/$55
        
(區域型商品請註明 試吃試用品請標示",推,不錯吃,+0.840,正向,,,
M.1776225558.A.E27#020,7-11,"：

7-11 純喫茶 金萱青茶(無糖)

https://i.mopix.cc",推,不如直接買南海的奶香金萱也才40更好喝,+0.840,正向,,,
M.1776225558.A.E27#027,7-11,"：

7-11 純喫茶 金萱青茶(無糖)

https://i.mopix.cc",推,還不錯,+0.840,正向,,,
M.1776335202.A.EAE#007,全家,"：
        
 特價29, 原價89


https://meee.co",推,麵條是不錯~建議另外加料會比較豐富,+0.840,正向,,,
M.1776476351.A.0BA#004,萊爾富,"：巧克力花生三明治 /49x0.7
        
(區域型商品請註明 試吃試",推,之前有看到這個 感覺不錯,+0.840,正向,,,
M.1776509174.A.773#007,全家,"：全家霜淇淋 起司+咖啡口味
應該是之前用剩的口味 口味表示是用手寫呈現

(區",推,哈密瓜不錯，芭樂也不錯，木瓜牛奶也不錯，但還沒到正夏天，用巧克力和牛奶墊檔比較好~XD,+0.840,正向,,,
M.1776681103.A.7FE#003,7-11,"：
鹽蔥生鮭飯糰52
柚檸海灣貝飯糰49",推,海灣貝還不錯吃,+0.840,正向,,,
M.1776681103.A.7FE#004,7-11,"：
鹽蔥生鮭飯糰52
柚檸海灣貝飯糰49",推,看起來這次的都還不錯 哪天來買一下好了,+0.840,正向,,,
M.1776681103.A.7FE#012,7-11,"：
鹽蔥生鮭飯糰52
柚檸海灣貝飯糰49",推,兩種都不錯吃,+0.840,正向,,,
M.1775058385.A.6ED#014,7-11,： 火腿起司蛋 凱薩堡 （限定販售）$69,推,這款不錯，沒有芝麻會更好,+0.840,正向,,,
M.1775150871.A.412#003,7-11,：星級饗宴 柱侯牛腱飯 109元,推,看起來不錯吃耶,+0.840,正向,,,
M.1775476246.A.4C1#022,7-11,"：
35
2包55",推,香菜貢丸湯+1,+0.840,正向,,,
M.1775492006.A.16F#039,全家,"：開心果霜淇淋/ 5支$188
        
(區域型商品請註明 試吃試用品",推,義大利當地吃的開心果冰很濃 不知道為什麼還是謝謝分享,+0.840,正向,,,
M.1774545548.A.0BB#003,全家,：藍莓乳酪貝果 $39,推,內餡不錯 但外皮很硬,+0.840,正向,,,
M.1774545548.A.0BB#004,全家,：藍莓乳酪貝果 $39,推,好像不錯,+0.840,正向,,,
M.1774969371.A.9C3#003,全家,：厚豆腐蛋白蕈菇豬肉堡 $ 59,推,不錯,+0.840,正向,,,
M.1774969371.A.9C3#004,全家,：厚豆腐蛋白蕈菇豬肉堡 $ 59,推,豆腐味道不錯，肉的味道有點奇怪,+0.840,正向,,,
M.1775024240.A.A09#001,7-11,"：這不是抹茶鬆餅/39元
        
(區域型商品請註明 試吃試用品請標示",推,比起各種香菜食品，身為哇沙米狂熱粉我比較希望超商開發芥末商品XD,+0.840,正向,,,
M.1775024240.A.A09#007,7-11,"：這不是抹茶鬆餅/39元
        
(區域型商品請註明 試吃試用品請標示",推,39塊買到快樂也不錯啦,+0.840,正向,,,
M.1774070889.A.B77#002,全家,：芭C檸檬綠/優惠59,推,都改名了，柳橙香柚綠改成柳丁xxx,+0.840,正向,,,
M.1774070889.A.B77#003,全家,：芭C檸檬綠/優惠59,推,還不錯喝 檸檬味蠻明顯的,+0.840,正向,,,
M.1774070889.A.B77#005,全家,：芭C檸檬綠/優惠59,推,我覺得甜度大概半糖 但因為有酸 喝起來不會到膩,+0.840,正向,,,
M.1774070889.A.B77#009,全家,：芭C檸檬綠/優惠59,推,喝起來有芭樂的那種渣渣感 還不錯,+0.840,正向,,,
M.1774075270.A.A6D#004,全家,：全家 蟹味可樂餅風炸飯糰 42（現在有搭配指定飲品59）,推,看起來還不錯，用烤箱回烤不知道會不會好一點,+0.840,正向,,,
M.1774075270.A.A6D#005,全家,：全家 蟹味可樂餅風炸飯糰 42（現在有搭配指定飲品59）,推,看起來不錯耶，下次試試,+0.840,正向,,,
M.1774112122.A.263#017,7-11,：麻辣奶油鮮蝦義大利麵/149元,推,味道還不錯,+0.840,正向,,,
M.1774417271.A.DB1#005,7-11,"：光泉生乳米漿 單件新品優惠29
        
(區域型商品請註明 試吃試用",推,喝起來蠻順的 還不錯,+0.840,正向,,,
M.1774417271.A.DB1#006,7-11,"：光泉生乳米漿 單件新品優惠29
        
(區域型商品請註明 試吃試用",推,感謝分享，口感比較順滑還不錯欸,+0.840,正向,,,
M.1774440426.A.896#002,全家,"：

55元 甜點兩件六九折",推,我覺得還不錯吃,+0.840,正向,,,
M.1774448156.A.C17#003,7-11,"：
        7-11 台韓半半炸雞便當
        i珍食65折77",推,肉不錯 蛋吃起來很怪,+0.840,正向,,,
M.1774526677.A.5B0#002,7-11,"：蜂蜜柚子霜淇淋 49 ibon票券優惠買一送一
        
(區域型商品",推,這個口味感覺不錯，想嘗試一下家附近的7-11，口味都不同步常吃不到想要的口味，有點可惜…,+0.840,正向,,,
M.1774531437.A.038#001,全家,：焙韻隱山烏龍49/正男醬香烤飯糰49,推,這次的烏龍還不錯 茶味蠻清爽的,+0.840,正向,,,
M.1774531437.A.038#006,全家,：焙韻隱山烏龍49/正男醬香烤飯糰49,推,烏龍感覺不錯,+0.840,正向,,,
M.1774531437.A.038#009,全家,：焙韻隱山烏龍49/正男醬香烤飯糰49,推,飯糰買過一次 味道還不錯,+0.840,正向,,,
M.1773672414.A.AA0#006,全家,"：抹茶蒙布朗布丁/65 元 (活動期間八折 52 元)
        
(區域",推,另一個抹茶QQ蛋糕捲好像不錯,+0.840,正向,,,
M.1773813683.A.113#006,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)


55元",推,QQ看起來不錯耶,+0.840,正向,,,
M.1773813683.A.113#010,全家,"：
        
(區域型商品請註明 試吃試用品請標示價格0元)


55元",推,這麼大條才220卡 不錯欸,+0.840,正向,,,
M.1773885437.A.E88#010,全家,：抹茶生巧起斯塔/$45,推,今天吃了覺得不錯，不會太甜,+0.840,正向,,,
M.1773899447.A.3B8#004,全家,"：
巧克力雙餡Q皮雪燒55，搭咖啡半價",推,還不錯吃,+0.840,正向,,,
M.1773899447.A.3B8#011,全家,"：
巧克力雙餡Q皮雪燒55，搭咖啡半價",推,這款泡芙應該不能放冷凍齁？酒香變酒凍？,+0.840,正向,,,
M.1773899447.A.3B8#015,全家,"：
巧克力雙餡Q皮雪燒55，搭咖啡半價",推,還不錯吃,+0.840,正向,,,
M.1773905395.A.519#020,全家,：伊藤園抹茶x 焦糖蘇打霜淇淋 $49,推,高雄吃到的抹茶也偏甜，且人工香精味明顯...,+0.840,正向,,,
M.1773940900.A.DD2#013,全家,"：巧克力雙餡Q皮雪燒 $55
        (區域型商品請註明 試吃試用品請標",推,冰冷凍吃感覺像冰淇淋銅鑼燒 不錯吃,+0.840,正向,,,
M.1772756344.A.C58#003,7-11,：御飯糰 高雄櫻花祭 生鮭魚夾心飯糰,推,我昨天晚餐有買這個 但沒有特別印象很鹹耶還是我重口味哈哈哈,+0.840,正向,,,
M.1772783587.A.287#006,7-11,：半熟玉子辣擔擔義大利麵/129,推,賣相不錯,+0.840,正向,,,
M.1772783587.A.287#019,7-11,：半熟玉子辣擔擔義大利麵/129,推,不錯,+0.840,正向,,,
M.1772785322.A.CD6#012,全家,"：
全家Fami!ce霜淇淋 伊藤園抹茶x焦糖蘇打/原價一支49元，3/6-10",推,https://i.imgur.com/UGdF6rp.jpeg其實不錯啦,+0.840,正向,,,
M.1772785322.A.CD6#013,全家,"：
全家Fami!ce霜淇淋 伊藤園抹茶x焦糖蘇打/原價一支49元，3/6-10",推,這次抹茶好像評價不錯欸！,+0.840,正向,,,
M.1772785322.A.CD6#027,全家,"：
全家Fami!ce霜淇淋 伊藤園抹茶x焦糖蘇打/原價一支49元，3/6-10",推,抹茶不錯  蘇打還沒遇到,+0.840,正向,,,
M.1772785322.A.CD6#031,全家,"：
全家Fami!ce霜淇淋 伊藤園抹茶x焦糖蘇打/原價一支49元，3/6-10",推,都還沒看到這兩口味綜合 目前只吃了抹茶還不錯,+0.840,正向,,,
M.1772785322.A.CD6#033,全家,"：
全家Fami!ce霜淇淋 伊藤園抹茶x焦糖蘇打/原價一支49元，3/6-10",推,單抹茶不錯吃 茶味有也不死甜,+0.840,正向,,,
M.1772891500.A.5C9#026,全家,：伊藤園抹茶霜淇淋 $49,推,今年的抹茶還不錯吃 苦味比較明顯,+0.840,正向,,,
M.1772891500.A.5C9#027,全家,：伊藤園抹茶霜淇淋 $49,推,吃了一支 覺得不錯 但我不是抹茶控,+0.840,正向,,,
M.1772947670.A.513#000,7-11,"：韓式辣醬鮪魚夾心吐司 40元
        (區域型商品請註明 試吃試用品請",推,感覺不錯 下次買來吃看看,+0.840,正向,,,
M.1772947670.A.513#009,7-11,"：韓式辣醬鮪魚夾心吐司 40元
        (區域型商品請註明 試吃試用品請",推,感覺不錯欸，原來是跟肌肉山山聯名,+0.840,正向,,,
M.1772947670.A.513#011,7-11,"：韓式辣醬鮪魚夾心吐司 40元
        (區域型商品請註明 試吃試用品請",推,感覺不錯 想吃吃看,+0.840,正向,,,
M.1773031591.A.068#011,全家,：抹茶霜淇淋兩支55/抹茶千層59,推,還不錯,+0.840,正向,,,
M.1773031591.A.068#014,全家,：抹茶霜淇淋兩支55/抹茶千層59,推,千層不錯,+0.840,正向,,,
M.1773031591.A.068#015,全家,：抹茶霜淇淋兩支55/抹茶千層59,推,今年的霜淇淋比去年的茶味更重 還不錯,+0.840,正向,,,
M.1773031591.A.068#020,全家,：抹茶霜淇淋兩支55/抹茶千層59,推,千層還不錯吃（被留言燒到去買,+0.840,正向,,,
M.1773031591.A.068#029,全家,：抹茶霜淇淋兩支55/抹茶千層59,推,全家千層都還不錯吃,+0.840,正向,,,
M.1773236795.A.595#001,7-11,"：
蝦仁鹽味炒飯飯糰 $45",推,我也覺得不會太鹹 但納其實蠻多的XD,+0.840,正向,,,
M.1773236795.A.595#006,7-11,"：
蝦仁鹽味炒飯飯糰 $45",推,覺得不錯吃,+0.840,正向,,,
M.1773236795.A.595#010,7-11,"：
蝦仁鹽味炒飯飯糰 $45",推,味道不錯+1,+0.840,正向,,,
M.1773236795.A.595#013,7-11,"：
蝦仁鹽味炒飯飯糰 $45",推,看起來還不錯,+0.840,正向,,,
M.1773392764.A.E3A#004,全家,"：全家排球少年 給我五分鐘茶包式咖啡/ 199 ；任二盒+59可加購撲
克牌",推,"這次的聯名我還好,不過上次膽大黨我有買,咖啡本身是真挺不錯喝的",+0.840,正向,,,
M.1773395634.A.392#005,全家,：好吃雞肉便當 89元,推,好像不錯,+0.840,正向,,,
M.1773395634.A.392#022,全家,：好吃雞肉便當 89元,推,肉感覺不錯,+0.840,正向,,,
M.1773395634.A.392#028,全家,：好吃雞肉便當 89元,推,89元有肉、有菜、有蛋的話好像還不錯,+0.840,正向,,,
M.1773459347.A.2CA#028,全家,：惡魔乳酪生義大利麵/99,推,第一版的麵體真的還不錯~記得是雞冠麵,+0.840,正向,,,
M.1772118249.A.9FF#010,全家,"：贅沢巧克力x哈密瓜霜淇淋49
冰心卡士達雙餡蛋糕49",推,這真的不錯吃 不過建議分開吃 不然綜合的會吃不出巧克力味,+0.840,正向,,,
M.1772524515.A.2E2#021,7-11,"：香烤魚排青醬燉飯
  109元 i珍食*0.65",推,覺得不錯吃，看到二樓嚇一跳，希望只是魚筋,+0.840,正向,,,
M.1772633676.A.12D#000,7-11,"：原萃鍋煮風味麥茶/$30

p.s 現在新上市特價是一瓶$23 兩瓶$40",推,差別在麥萃有香料 這款沒有,+0.840,正向,,,
M.1772633686.A.188#006,7-11,"：
叉燒豚骨拉麵/109$（友善76$）",推,萊的便當三明治都不錯，但類大口飯糰就…109價格的配菜我覺得是亮點,+0.840,正向,,,
M.1772683611.A.AD6#004,全家,"：巧克力千層蛋糕/59
        
(區域型商品請註明 試吃試用品請標示價",推,法式千層也不錯,+0.840,正向,,,
M.1772706215.A.1B4#012,7-11,"：得正 烘培烏龍奶/$39
        
(區域型商品請註明 試吃試用品請標",推,這款還不錯喝，但是當然不能跟手搖比,+0.840,正向,,,
M.1772715803.A.8C6#021,7-11,：伯朗黑糖奶茶 580ml / 原價 $35/件,推,我意思是說珍奶裡的粉圓珍珠 因為打開就有很濃的黑糖味,+0.840,正向,,,
M.1771004079.A.860#020,7-11,"：
星級饗宴-半筋半肉麻辣牛肉麵
價格168台幣
一路發",推,鍵盤粉嫩,+0.840,正向,,,
M.1771503692.A.77C#034,全家,"：北海道哈密瓜霜淇淋49
第二支5元",推,https://i.imgur.com/FxrnfQq.jpeg我覺得不錯，哈巧味都很突出也不會很衝突,+0.840,正向,,,
M.1771503692.A.77C#035,全家,"：北海道哈密瓜霜淇淋49
第二支5元",推,味道不錯,+0.840,正向,,,
M.1771671348.A.A6B#003,全家,"：明太子乳酪起司沙拉飯糰/35x.7
        
(區域型商品請註明 試吃",推,這口味還不錯~有吃過,+0.840,正向,,,
M.1771726484.A.0F4#006,全家,全家 喵咪布丁風味奶油包,推,買過覺得內餡味道不錯 有機會再試試加熱的口感,+0.840,正向,,,
M.1771764279.A.907#009,7-11,：乖乖 馬上轉運箱$199 馬上貼春聯袋$149,推,春聯不錯,+0.840,正向,,,
M.1771837518.A.E2E#002,全家,"：果漾草莓麵包/30
        
(區域型商品請註明 試吃試用品請標示價格",推,果醬看起來蠻多的~好像不錯,+0.840,正向,,,
M.1771866212.A.E78#000,7-11,：青醬雞絲熱壓吐司/70元,推,這真的不錯吃 現在最常買的品項之一 缺點真的只有售價了,+0.840,正向,,,
M.1770595759.A.004#008,全家,"：阿里山極選綜合拿鐵原價90(跨店取5杯299兌換)
香草卡士達生甜甜圈49",推,拿鐵真的還不錯 冰的也好喝,+0.840,正向,,,
M.1770595759.A.004#014,全家,"：阿里山極選綜合拿鐵原價90(跨店取5杯299兌換)
香草卡士達生甜甜圈49",推,這次的阿里山真的不錯喝,+0.840,正向,,,
M.1770611770.A.3B9#008,7-11,"：乖乖奶油椰子霜淇淋  49
        
(區域型商品請註明 試吃試用品請",推,沒想到這次附近的有換，滿香的耶~大概就想像中椰子乖乖的味道，算中規中矩,+0.840,正向,,,
M.1770654381.A.80F#005,萊爾富,"：唐揚雞飯99
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,賣相不錯 改天試試,+0.840,正向,,,
M.1770801857.A.973#001,全家,"：贅沢巧克力霜淇淋/贅沢巧克力霜淇淋
都49$",推,生甜甜圈巧克力口味還不錯,+0.840,正向,,,
M.1770801857.A.973#005,全家,"：贅沢巧克力霜淇淋/贅沢巧克力霜淇淋
都49$",推,霜淇淋搭牛奶綜合的不錯,+0.840,正向,,,
M.1770801857.A.973#006,全家,"：贅沢巧克力霜淇淋/贅沢巧克力霜淇淋
都49$",推,這次霜淇淋的苦味蠻重的 苦甜苦甜的不錯吃,+0.840,正向,,,
M.1770801857.A.973#012,全家,"：贅沢巧克力霜淇淋/贅沢巧克力霜淇淋
都49$",推,甜甜圈今天吃完 還不錯,+0.840,正向,,,
M.1770810259.A.B41#003,全家,"：

香草可樂味雲餡泡芙/原價49友善時光35
北海道哈密瓜x贅沢巧克力 綜合冰",推,看到可樂覺得很謎不敢拿，原來還不錯哈哈哈,+0.840,正向,,,
M.1770810259.A.B41#006,全家,"：

香草可樂味雲餡泡芙/原價49友善時光35
北海道哈密瓜x贅沢巧克力 綜合冰",推,可樂個人沒有很愛耶 巧克力還不錯,+0.840,正向,,,
M.1770827918.A.EF8#026,7-11,"：開運黑糖發糕 45元
        
(區域型商品請註明 試吃試用品請標示價",推,好像不錯欸,+0.840,正向,,,
M.1770871521.A.2EB#002,7-11,：樂事洋芋片榴槤/生啤酒 $35,推,也覺得生啤酒不錯 尾韻微苦,+0.840,正向,,,
M.1770896914.A.33C#008,全家,"：贅沢巧克力霜淇淋 隨買跨店取4支98
        
(區域型商品請註明 試",推,說到起司蛋糕 拿來搭這次巧克力應該不錯,+0.840,正向,,,
M.1770901287.A.44A#006,7-11,"：牛肝菌菇濃湯 65 (I珍食42元)
        
(區域型商品請註明 試",推,感覺不錯欸,+0.840,正向,,,
M.1770952373.A.AC6#006,全家,：贅沢巧克力x哈密瓜霜淇淋/49元,推,哈蜜瓜意外真的不錯吃 很爽口,+0.840,正向,,,
M.1770952373.A.AC6#027,全家,：贅沢巧克力x哈密瓜霜淇淋/49元,推,搭配起來意外還不錯XD,+0.840,正向,,,
M.1769885392.A.81C#020,7-11,"：半熟玉子烤雞松露燉飯/129
        
(區域型商品請註明 試吃試用品",推,i珍吃了兩次覺得不錯 有看到可撿,+0.840,正向,,,
M.1770122690.A.857#006,7-11,"：
59",推,我也覺得還不錯說XD,+0.840,正向,,,
M.1770175271.A.571#008,全家,：贅澤巧克力霜淇淋 $49,推,https://i.mopix.cc/uoNuvo.jpg剛吃覺得還不錯 有點苦味 加購的金鏟子很可愛,+0.840,正向,,,
M.1770175271.A.571#012,全家,：贅澤巧克力霜淇淋 $49,推,這次的巧克力是帶苦味的 配牛奶應該不錯,+0.840,正向,,,
M.1770180536.A.A76#002,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,花生香菜奶茶，類液態花生捲冰淇淋？,+0.840,正向,,,
M.1770180536.A.A76#007,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,"""被香菜攜家帶眷打一頓"" 哈哈~",+0.840,正向,,,
M.1770180536.A.A76#011,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,推勇者 愛香菜的我實在沒敢嘗試這個XD,+0.840,正向,,,
M.1770180536.A.A76#016,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,個人覺得不難喝耶 大概是90%花生+10%香菜 但真的稍微太甜,+0.840,正向,,,
M.1770180536.A.A76#029,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,第一口是香菜衝擊，後面覺得是花生味,+0.840,正向,,,
M.1770180536.A.A76#038,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,被香菜攜家帶眷打一頓+1,+0.840,正向,,,
M.1770180536.A.A76#041,全家,"：38元
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,香菜奶茶配上畜牲羊的臊味肉，絕配,+0.840,正向,,,
M.1770259783.A.4B0#021,全家,"：49，加購金湯匙18
        
(區域型商品請註明 試吃試用品請標示價",推,這口味真的讚 但這大小建議可以當下反應吧,+0.840,正向,,,
M.1770259783.A.4B0#023,全家,"：49，加購金湯匙18
        
(區域型商品請註明 試吃試用品請標示價",推,口味不錯吃,+0.840,正向,,,
M.1770259783.A.4B0#024,全家,"：49，加購金湯匙18
        
(區域型商品請註明 試吃試用品請標示價",推,我吃綜合 巧克力微苦剛好中和牛奶的甜 還不錯,+0.840,正向,,,
M.1770259783.A.4B0#040,全家,"：49，加購金湯匙18
        
(區域型商品請註明 試吃試用品請標示價",推,覺得這次的巧克力苦味比較明顯 比較不膩,+0.840,正向,,,
M.1770259783.A.4B0#045,全家,"：49，加購金湯匙18
        
(區域型商品請註明 試吃試用品請標示價",推,昨天吃了，顏色黑很多，味道是還不錯,+0.840,正向,,,
M.1770285890.A.78C#004,7-11,"：瓜瓜園 紫薯QQ球 49元
        
(區域型商品請註明 試吃試用品請",推,看起來不錯 不知道用烤箱口感如何,+0.840,正向,,,
M.1770354862.A.A7D#008,全家,"： 杜老爺香菜白巧雪脆雪糕  59
        
(區域型商品請註明 試吃試",推,我的感覺是因為白巧很甜，只有尾韻有香菜味，開始覺得不太對的時候，香菜就消失了，整根吃完口中殘留的是花生味,+0.840,正向,,,
M.1770354862.A.A7D#013,全家,"： 杜老爺香菜白巧雪脆雪糕  59
        
(區域型商品請註明 試吃試",推,還不錯吃,+0.840,正向,,,
M.1770377163.A.97A#001,全家,全家 立頓香菜奶茶,推,甘蔗媽媽塑膠瓶裝小7限定那種還不錯啊 紙盒的就不怎樣店面的就看店家良心跟店員技術了,+0.840,正向,,,
M.1770377163.A.97A#002,全家,全家 立頓香菜奶茶,推,最近幾年喝幾口就倒掉的飲料只有立頓的草莓煉乳奶茶 本來還以為草莓加煉乳怎麼都不會難喝 但香精味重到會苦太扯了,+0.840,正向,,,
M.1770377163.A.97A#015,全家,全家 立頓香菜奶茶,推,香菜味淡淡的啊，蠻好喝的,+0.840,正向,,,
M.1770471620.A.48F#001,7-11,"：福得生活 香菜布蕾 55
        
(區域型商品請註明 試吃試用品請標",推,到底是多瘋超商到底瘋香菜到何時,+0.840,正向,,,
M.1770471620.A.48F#005,7-11,"：福得生活 香菜布蕾 55
        
(區域型商品請註明 試吃試用品請標",推,香菜到底要荼毒多少東西！,+0.840,正向,,,
M.1770471620.A.48F#007,7-11,"：福得生活 香菜布蕾 55
        
(區域型商品請註明 試吃試用品請標",推,為什麼要把這麼多東西做成香菜口味????,+0.840,正向,,,
M.1770471620.A.48F#008,7-11,"：福得生活 香菜布蕾 55
        
(區域型商品請註明 試吃試用品請標",推,最近一堆香菜口味的東西 真的有夠瘋,+0.840,正向,,,
M.1770471620.A.48F#012,7-11,"：福得生活 香菜布蕾 55
        
(區域型商品請註明 試吃試用品請標",推,布蕾也有香菜口味是怎樣XD,+0.840,正向,,,
M.1770476972.A.11F#003,7-11,"：香腸嘎香菜風味捲餅 69*0.65
        
(區域型商品請註明 試吃",推,這兩天吃了好多香菜系產品,+0.840,正向,,,
M.1770476972.A.11F#006,7-11,"：香腸嘎香菜風味捲餅 69*0.65
        
(區域型商品請註明 試吃",推,可惜香菜味很淡,+0.840,正向,,,
M.1769483223.A.BA7#003,全家,"： 杏仁可可蜂蜜蛋糕/45
        
(區域型商品請註明 試吃試用品請標",推,意外覺得不錯吃,+0.840,正向,,,
M.1769575272.A.B3A#000,全家,"：鮑滿福氣中華燴麵99/鮮乳坊馬鈴薯玉米濃湯55
折5元",推,那天買到友善 味道不錯,+0.840,正向,,,
M.1769575272.A.B3A#002,全家,"：鮑滿福氣中華燴麵99/鮮乳坊馬鈴薯玉米濃湯55
折5元",推,吃起來還不錯,+0.840,正向,,,
M.1769575272.A.B3A#004,全家,"：鮑滿福氣中華燴麵99/鮮乳坊馬鈴薯玉米濃湯55
折5元",推,99配料有鮑魚還不錯,+0.840,正向,,,
M.1769575272.A.B3A#009,全家,"：鮑滿福氣中華燴麵99/鮮乳坊馬鈴薯玉米濃湯55
折5元",推,回樓上 麵不會太軟 醬汁味道也不錯,+0.840,正向,,,
M.1769612697.A.096#004,7-11,：開心果千層塔/$55,推,另外一款黑糖的還不錯,+0.840,正向,,,
M.1769622809.A.1E1#010,萊爾富,"：豬腳飯， 139元
        
(區域型商品請註明 試吃試用品請標示價格",推,看起來還不錯耶,+0.840,正向,,,
M.1769624813.A.F3D#028,7-11,"：鰻魚飯 139元
        
(區域型商品請註明 試吃試用品請標示價格0",推,感覺不錯,+0.840,正向,,,
M.1769775601.A.4C4#008,7-11,"：49
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,會有五香的嗎？,+0.840,正向,,,
M.1769775601.A.4C4#009,7-11,"：49
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,之前全家有起士蛋糕的 不錯吃,+0.840,正向,,,
M.1769775601.A.4C4#019,7-11,"：49
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,評價那麼高哦 不錯哦,+0.840,正向,,,
M.1774282689.A.86F#006,全家,"：89
        
(區域型商品請註明 試吃試用品請標示價格0元)",推,可以配茶一起組合的話還不錯~這也好吃,+0.853,正向,,,
M.1782370689.A.C3D#004,全家,"：義式蛋蛋青醬鮪魚冷義大利麵
原價79，領優惠券買63",推,今天剛買，可以。還蠻好吃，只是菜有點苦苦的。,+0.860,正向,,,
M.1779940416.A.A0A#017,7-11,：乖乖玉米脆條-蘋果牛奶、木瓜牛奶雙風味 / 35元 (目前第二件6折),推,買了花雕雞但我覺得不行，超鹹,+0.860,正向,,,
M.1780287837.A.BA8#015,7-11,：嘉義崇文白醋涼麵 / 65,推,這款蠻好吃的，去不了嘉義的可以吃解饞，但涼麵就是涼麵～不用強求它是什麼山珍海味。,+0.860,正向,,,
M.1778591362.A.765#005,7-11,"：
7-11 猋師傅重量級饗宴大大大雞排 / 原價99元 特價66元",推,上週省錢板有看到買二送一搭配優惠券活動 買了10片 氣炸覺得不錯吃,+0.860,正向,,,
M.1777969538.A.D38#024,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",推,好吃，但味道可以再重一點,+0.860,正向,,,
M.1777969538.A.D38#041,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",推,剛剛買來吃 好吃價錢還可以,+0.860,正向,,,
M.1777534800.A.3CA#003,全家,：抹茶菠蘿/45,推,好吃但熱量偏高 當作療癒甜點還可以,+0.860,正向,,,
M.1776751927.A.6B2#016,萊爾富,：77乳加星球含餡巧克力,推,濃巧酥還不錯耶！這三個我會回購濃巧酥！,+0.860,正向,,,
M.1775790944.A.ADF#007,OK,"：燻雞起司米披薩卷/79X0.7
        
(區域型商品請註明 試吃試用",推,這可以買 好吃,+0.860,正向,,,
M.1774531437.A.038#000,全家,：焙韻隱山烏龍49/正男醬香烤飯糰49,推,飯糰味道不錯 但沒料略空虛,+0.860,正向,,,
M.1770175271.A.571#020,全家,：贅澤巧克力霜淇淋 $49,推,比較喜歡濃的巧克力，感謝滅火,+0.860,正向,,,
M.1777969538.A.D38#009,7-11,"：鹽烤麻辣雞心 / 55

(區域型商品請註明 試吃試用品請標示價格0元)",推,昨天有吃 這個蠻不錯的,+0.864,正向,,,
M.1770901287.A.44A#004,7-11,"：牛肝菌菇濃湯 65 (I珍食42元)
        
(區域型商品請註明 試",推,感謝分享~看起來不錯，我還蠻喜歡喝玉米濃湯的，沒想到還有杏鮑菇~明天去WG練完來喝喝看,+0.864,正向,,,
M.1770952373.A.AC6#032,全家,：贅沢巧克力x哈密瓜霜淇淋/49元,推,這次的巧克力不會太甜膩，還不錯。,+0.864,正向,,,
M.1777784320.A.A01#030,7-11,"：泰式奶茶霜淇淋/49元
~5/5 5康康任兩件55元",推,這次的口味我覺得還不錯耶~~喜歡奶香偏重的口感,+0.867,正向,,,
M.1772254171.A.983#017,全家,"：可可生甜甜圈/49
        
(區域型商品請註明 試吃試用品請標示價格",推,比較喜歡香草口味的~加熱後不錯,+0.867,正向,,,
M.1779963076.A.371#007,全家,：番茄起司手工千層麵 / 109,推,超好吃!!!友善時光很可以,+0.872,正向,,,
M.1781065583.A.1DF#014,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",推,希望青醬雞肉回歸6/11可領79元優惠券,+0.880,正向,,,
M.1781065583.A.1DF#022,全家,"：焦糖拿鐵烤雞細扁麵 99元
        
(區域型商品請註明 試吃試用品請",推,又香又好吃，但香的很怪異就像是假如有新產品是黑糖珍珠奶茶香味滷肉飯,+0.880,正向,,,
M.1781145441.A.5DD#024,7-11,"：
大大大香辣鹹酥雞/59
兩件88元",推,foodomo好像還有優惠卷，能壓到一包二十多,+0.880,正向,,,
M.1781314003.A.449#005,全家,"：莊園牛奶霜淇淋49
取件優惠買一送一",推,取件優惠有另一個是fmc衛生紙九元,+0.880,正向,,,
